clade_name	clean_SRR28210342_metaphlan	clean_SRR28210343_metaphlan	clean_SRR28210344_metaphlan	clean_SRR28210345_metaphlan	clean_SRR28210346_metaphlan	clean_SRR28210347_metaphlan	clean_SRR28210348_metaphlan	clean_SRR28210349_metaphlan	clean_SRR28210350_metaphlan	clean_SRR28210351_metaphlan	clean_SRR28210352_metaphlan	clean_SRR28210353_metaphlan	clean_SRR28210354_metaphlan	clean_SRR28210355_metaphlan	clean_SRR28210356_metaphlan	clean_SRR28210357_metaphlan	clean_SRR28210358_metaphlan	clean_SRR28210359_metaphlan	clean_SRR28210360_metaphlan	clean_SRR28210361_metaphlan	clean_SRR28210362_metaphlan	clean_SRR28210363_metaphlan	clean_SRR28210364_metaphlan	clean_SRR28210365_metaphlan	clean_SRR28210366_metaphlan	clean_SRR28210367_metaphlan	clean_SRR28210368_metaphlan	clean_SRR28210369_metaphlan	clean_SRR28210370_metaphlan	clean_SRR28210371_metaphlan	clean_SRR28210372_metaphlan	clean_SRR28210373_metaphlan	clean_SRR28210374_metaphlan	clean_SRR28210375_metaphlan	clean_SRR28210376_metaphlan	clean_SRR28210377_metaphlan	clean_SRR28210378_metaphlan	clean_SRR28210379_metaphlan	clean_SRR28210380_metaphlan	clean_SRR28210381_metaphlan
Mediterraneibacter_faecis	3.0346	0.40256	1.83306	5.76016	1.96137	0.22155	0.00424	11.56886	0.00234	3.47421	0.24577	0.21266	0.00218	10.0325	1.38929	0.67672	1.29763	2.58914	0.68025	2.90598	0.00226	0.0	0.52845	0.53568	0.0	0.0	0.67272	1.35084	0.00069	7.78598	0.60112	2.95605	0.24718	1.38024	3.03641	1.77838	4.3425	0.1354	0.0	2.71357
Akkermansia_muciniphila	3.02231	0.0448	0.04949	0.0	0.0	0.0	3.96786	6.66664	0.0	0.00227	0.0	0.58897	0.0	0.0	0.0	0.02053	0.3643	0.15179	0.0	9.44209	0.00047	0.0	6.13396	0.0	0.0	0.78664	0.0	0.0	0.0	0.0	0.16518	0.0412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9715_SGB15265	2.93724	1.11872	1.22983	0.2808	0.07188	1.91289	0.0	0.09199	0.0	0.0	0.58139	0.13894	0.0	0.0	0.0	0.04894	0.26847	0.0	0.07123	0.01358	0.0	0.0	0.0	0.16174	0.0	0.0	0.65012	0.0	0.0	0.0	0.0	0.97279	0.8023	0.41009	0.21229	0.76304	0.01584	0.0	0.277	0.00192
GGB3304_SGB4367	2.14322	1.93834	0.0	0.00348	0.49937	0.0	0.0	0.0	0.0	0.0	0.17029	3.72768	0.0	0.0	0.0	0.0	0.0	0.89774	0.0	0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382
Bifidobacterium_longum	1.94083	0.67652	2.76643	4.94348	1.48299	0.38539	1.46182	18.45141	5.2301	2.25187	2.22789	2.7569	6.80011	5.67042	9.35788	10.58286	1.01649	2.15995	1.72583	0.2123	10.16908	1.1721	0.84581	2.1773	0.18081	0.68412	0.5705	6.53373	2.49853	0.07666	4.99329	1.04509	1.73362	2.38912	0.00141	3.03514	9.51738	1.07522	1.47895	23.8807
Bifidobacterium_pseudocatenulatum	1.82644	0.04061	7.51303	0.88213	7.86608	1.45526	4.90206	5.2014	8.15258	0.00322	0.01273	4.12007	4.80958	38.63887	0.0035	1.76811	2.68225	2.15361	2.26685	0.01191	26.31126	1.5154	0.50278	2.31237	9.28151	0.62324	0.56716	2.5189	0.0008	0.00581	0.25259	0.6777	0.83379	3.82893	12.30201	0.0	0.04331	0.77606	3.42644	0.00056
Blautia_wexlerae	1.45679	2.25084	2.2641	0.52533	1.41598	0.99318	4.83634	4.64621	1.39041	3.91851	1.39559	1.40045	0.27204	7.49874	3.24466	1.03378	2.74527	2.68909	2.37792	1.73258	2.33787	1.2181	6.50479	2.16199	4.78268	2.82196	0.95535	1.01697	0.24895	2.5189	4.75633	1.2699	1.62623	2.51766	4.83755	1.86141	5.25988	2.29779	1.60822	5.2842
Bacteroides_uniformis	1.30272	1.31336	0.775	0.72111	5.12866	2.06564	0.33264	0.13484	3.89399	0.22047	2.50745	1.8431	0.27835	0.00078	0.29893	0.02556	5.57487	0.04198	0.98716	2.54306	0.0	0.09964	0.32954	2.87426	0.5372	6.31937	5.83029	2.28302	0.05594	2.05907	0.29993	1.13236	6.40189	2.78623	0.00082	0.08191	0.08868	3.99316	2.75984	0.48203
Oscillospiraceae_unclassified_SGB15256	1.25474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes_indistinctus	1.20377	1.07188	0.00158	0.0	0.00988	0.0	0.0	0.40219	0.0	0.0	0.00141	4.13178	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	1.159	0.0	0.0	0.15999	0.0	0.11894	0.03073	0.0	0.03107	0.0	0.0	0.00418	0.12393	0.0069	0.0	0.0	0.03596	0.0	0.01285	0.0	0.0
GGB9602_SGB15031	1.19884	0.04264	0.0	0.13734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.01248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9699_SGB15216	1.15102	0.13977	0.0646	0.08037	0.0539	0.39722	0.0	0.00577	0.07504	0.0	0.04869	0.20403	0.0	0.0	0.0	0.00016	0.06686	0.31146	0.0	0.24108	0.0	0.0	0.0	0.07794	0.0	0.1598	0.215	0.0	0.0	0.0	0.0	0.635	0.60561	0.0214	0.0	0.00346	0.0	0.0	0.1132	0.0
Fusicatenibacter_saccharivorans	1.07029	0.84121	2.20146	0.56338	1.6951	1.60966	2.03457	2.645	0.00071	5.42827	1.48208	0.48052	0.41279	0.6418	5.02655	2.58817	2.19155	1.21983	1.32994	0.95969	4.10442	0.65984	0.32459	0.92089	0.0	0.61941	1.99041	3.25212	4.97012	2.87115	2.49455	1.61819	0.88688	3.58149	2.48319	2.47812	2.49931	2.33631	0.99797	4.80812
Faecalicatena_fissicatena	1.06624	0.01275	0.84134	0.34578	0.72304	0.91847	0.0	0.0	0.0	3.68612	0.18468	0.0	0.0	0.0	0.17757	0.15588	0.43831	0.01475	0.92813	0.0	0.0	1.12591	0.0	0.0	0.0	0.0	0.0	0.13192	0.0	1.19107	0.04594	0.47898	0.00809	0.65528	0.0	0.20519	0.0	0.22052	0.0	0.0
Blautia_obeum	1.05247	0.99956	0.39693	0.36573	1.19383	0.29198	8.92995	0.25653	0.19616	1.84487	0.32126	0.76728	0.33395	1.0845	1.18157	0.29187	0.42509	0.70866	0.21224	0.9668	0.54845	0.12215	0.13238	0.54828	0.0	0.46816	1.66208	0.24834	0.33343	2.12399	2.22992	0.29967	0.32635	0.67636	0.54752	0.15076	0.28613	0.45738	0.40595	0.32964
GGB9747_SGB15356	0.98406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dorea_longicatena	0.97877	1.21755	0.7738	1.03175	1.09742	0.35671	1.87363	1.98418	0.0	2.3944	0.91901	0.09116	0.0	2.40808	2.91224	1.25415	0.73822	1.61329	0.68678	1.2663	2.93615	2.60808	0.39025	0.68075	0.0	0.63542	0.43214	0.67197	2.34062	0.93091	1.87742	1.34873	0.45975	0.85147	0.0	1.2343	0.0	0.0	0.0	1.73433
Faecalibacterium_SGB15346	0.96768	0.16039	0.47751	1.90918	2.12949	0.34862	0.04754	0.0602	0.0	0.37575	0.11206	0.00103	0.2338	0.0	0.0	0.01146	1.14584	2.43555	0.83858	0.2274	0.1606	0.0	0.00615	1.42854	0.0	0.42176	1.00959	0.84747	0.0	0.24523	2.26558	1.05548	0.58431	0.0	0.0	2.99166	0.0	0.5938	0.0	0.0
Roseburia_inulinivorans	0.92308	0.17076	4.79373	0.19112	1.36119	0.44987	1.1929	0.0	0.01582	9.93178	0.95213	0.00751	0.0	0.34344	0.45544	0.04803	2.07279	0.0	0.85466	0.02728	0.29278	0.27931	1.24135	1.00817	0.61962	1.6212	0.60627	1.76201	3.67369	0.00067	0.46506	4.82469	0.01275	0.0243	0.03941	0.09901	0.0	1.17763	0.14771	1.14365
Blautia_faecis	0.88313	0.77581	0.08555	0.31826	0.55938	0.78618	0.94525	0.62885	4.18725	1.57725	0.43777	0.42708	0.14299	0.6846	0.96562	0.20467	0.49267	1.67757	0.21031	0.3985	0.26791	0.24956	0.97023	0.64785	0.80146	0.86153	0.28046	0.29012	0.08731	0.74963	0.60764	0.69978	0.21541	0.46734	0.82557	0.14043	0.38785	0.32394	0.39905	0.00341
Vescimonas_SGB15087	0.88184	0.14563	0.0	0.28516	0.0615	0.0	0.0	0.0	0.00401	0.0	0.02005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00742	0.0
GGB9708_SGB15233	0.81358	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_massiliensis	0.78343	0.5765	0.4991	0.1049	0.18473	0.58009	2.68619	2.11116	1.69216	0.82099	0.20755	0.90741	0.00027	3.38103	4.97658	0.82792	0.44483	1.63835	2.76625	0.68132	4.5827	1.16275	0.93186	0.85371	0.0	0.0	0.36012	0.79797	5.32493	2.69553	1.80591	1.29009	0.54912	1.94166	1.63473	1.4178	8.57044	0.22201	0.0	1.83244
Anaerostipes_hadrus	0.78169	0.64093	1.21672	0.479	1.76022	0.60257	2.70584	3.18493	1.26778	2.38343	0.49566	1.10375	0.00129	5.06277	5.74087	0.75915	1.17347	0.74438	1.59156	0.13624	2.94707	1.1182	0.9997	0.41707	0.74074	0.46171	0.36436	1.92528	3.25177	1.7836	1.82082	1.00676	0.87047	0.12443	2.90975	1.35445	3.62915	0.17913	0.39771	3.2821
Anaerobutyricum_hallii	0.75088	0.61426	0.59859	0.81207	0.15009	0.08732	0.12329	0.89743	0.0	1.0048	0.65818	0.36144	0.0	3.60682	1.807	0.51383	0.50079	0.85506	0.78851	0.48141	0.96919	1.08555	2.20504	0.64428	2.25403	0.38746	0.55691	0.50164	1.43184	0.11171	1.53835	0.8038	0.166	0.81543	1.91493	0.69061	0.85617	0.74213	0.59505	0.0017
Barnesiella_intestinihominis	0.73067	1.445	0.0	0.0	0.0	0.63402	0.0	0.0	0.25786	0.0	0.25697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18379	0.0	0.0	0.0	0.21231	0.23151	0.0	0.11582	0.94954	0.20454	0.0	0.0	0.03189	0.2649	0.31094	0.0	0.0	0.34781	0.0	0.4648	1.11013	0.00095
GGB4683_SGB6473	0.69444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186	0.0	0.0	2.46484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wujia_chipingensis	0.68851	1.25993	0.0	0.0	0.0	0.95334	0.0	0.0	0.06932	0.0	0.0	0.03636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064
Phascolarctobacterium_faecium	0.68	0.0	0.01783	0.1082	1.1261	0.65683	0.08087	0.00218	0.39706	3.05222	0.00146	0.04861	1.73296	0.0118	0.01134	0.30135	0.78809	0.0	0.74112	0.85649	0.0	0.03432	0.0	0.36355	0.57426	1.55847	0.0	0.00785	1.60243	0.84413	0.19385	0.0	0.50224	1.77676	0.0	4.03766	0.08273	0.0514	0.66928	0.2593
Alistipes_shahii	0.65276	0.74144	0.08559	0.29897	0.0	0.98608	0.05428	0.07819	0.36537	0.0	0.37189	1.33585	0.0	0.0	0.0	0.0	0.78102	0.10567	0.29973	0.0	0.0	0.0	0.21002	0.35698	0.09547	0.27821	0.70564	0.10993	0.0029	0.0	0.00479	0.30096	0.07185	0.23204	0.0	0.45609	0.0	0.37602	0.97862	0.0
Coprococcus_eutactus	0.62876	0.58034	0.0	0.375	0.07568	1.58847	0.0	0.0	0.0	0.0	0.74809	0.11533	0.0	0.0	0.0	0.0	0.0	0.21246	0.0	0.0	0.0	0.0	0.0	0.22422	0.0	0.0	2.36287	0.0	0.0	0.0	0.84125	0.76607	0.0	0.04006	0.0	0.0	0.0	0.0	0.0	0.00116
Dorea_formicigenerans	0.54542	0.41732	0.37223	0.40731	0.45511	0.13034	0.79606	0.51764	0.49706	1.52178	0.39939	0.29193	0.22372	1.07973	0.75626	0.09373	0.30457	0.51956	0.27566	0.69109	0.98648	0.95467	0.33694	0.27831	0.0	0.38581	0.20175	0.28875	1.38408	0.51155	0.69804	0.22373	0.18765	0.61026	1.25745	0.34835	0.89639	0.31372	0.03773	0.43074
Clostridiaceae_bacterium	0.53139	0.39096	0.51328	0.15865	0.54066	1.10166	0.12798	0.12259	0.37165	0.55468	0.96462	0.06786	0.00733	0.16935	0.52149	0.15514	1.71044	0.24111	0.10766	0.10994	0.02637	0.0	0.24102	0.29742	0.01269	0.19608	0.41014	0.75733	2.20722	1.13692	2.19675	1.68138	0.6578	1.01497	1.24245	0.2977	0.5802	0.52642	1.17373	0.57444
Candidatus_Cibionibacter_quicibialis	0.49987	2.60541	1.18013	4.40565	0.99743	1.28655	2.12922	0.9957	1.18477	0.10034	5.13762	0.84766	0.00292	0.88787	13.5036	0.75694	2.35059	4.70567	14.3878	0.09326	0.17446	0.03728	2.13038	13.30054	0.00253	0.00157	4.08691	1.44339	0.00209	6e-05	2.62891	1.76034	10.65109	3.62288	5.06974	2.42849	0.00067	2.19813	5.66116	0.00552
GGB4699_SGB6503	0.49968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9730_SGB15291	0.48266	0.51246	0.59303	0.42271	0.16133	0.09774	0.15258	0.12142	0.0	0.04803	0.20159	0.0	0.0	0.28573	0.24577	0.00011	0.0552	1.02763	0.93579	0.70486	0.0	0.0	0.0	0.15088	0.0	0.10586	0.42113	0.49264	0.0	0.0	0.04117	0.14861	0.0	0.0	0.0	0.19894	0.0	0.07216	0.0	0.0
Faecalibacillus_intestinalis	0.47744	0.22672	0.67383	0.42801	0.61529	0.26618	2.12574	0.0	0.0	0.77775	0.26551	0.21715	0.0	0.0	1.32262	0.55671	1.28256	0.0	0.39813	0.70545	1.64066	1.7468	1.31649	0.42742	0.0	0.43779	0.6354	0.66434	5.19643	1.42128	0.83825	1.11041	0.34708	0.88929	2.33953	0.13097	2.2523	0.17005	0.0	0.0
GGB9712_SGB15244	0.37763	0.27702	0.0	0.0	0.03259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agathobaculum_butyriciproducens	0.37519	0.70265	0.44878	0.50149	0.31198	0.67479	0.25019	0.45539	0.76875	1.1594	1.12214	0.07885	0.0	1.78667	1.1519	0.41082	0.4992	0.50714	0.40002	0.19164	1.25968	1.78107	0.29938	0.39942	0.01306	0.15908	0.52675	0.59004	3.7996	0.38618	0.34024	0.40296	0.21744	0.9758	0.79413	0.72406	4.1619	0.24575	0.37721	0.35712
Eubacterium_ventriosum	0.37382	0.4097	0.9678	0.00788	0.0	0.27375	0.0	0.1105	0.00547	0.0	0.0451	0.0	0.0	0.01545	0.0	0.00285	0.88406	0.49643	0.1553	0.23496	0.03937	0.30304	0.1322	0.0	0.0	0.24668	0.78808	1.48881	7e-05	0.0	0.00726	0.17938	0.12739	0.0	0.00803	0.06464	0.12893	2.02234	0.0	0.00143
Parabacteroides_merdae	0.34936	1.76402	0.0	0.0	0.82168	1.02272	0.0	0.0	0.32013	0.0	1.13135	2.29725	0.0	0.0	0.28146	0.04772	0.10573	0.09053	0.19308	1.35368	0.0	0.03238	0.0	0.49113	0.31538	0.41647	1.09812	0.0	0.12009	0.0	0.0765	0.0	0.58997	0.0	0.0	0.0	0.02567	0.73823	1.41035	0.03221
Oscillospiraceae_bacterium_CLA_AA_H250	0.3224	0.17873	0.0	0.05285	1.50542	0.12976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59987	0.21628	0.0	0.0	0.0	0.0	0.02039	0.0	0.0	0.0	0.0
Vescimonas_coprocola	0.31958	0.05526	0.76011	0.01466	0.0803	0.55778	0.0	0.08741	0.05105	0.35515	0.04808	0.30497	0.0	0.0	0.02791	0.00048	0.09764	0.02346	0.05598	0.63465	0.0	0.0	0.00745	0.40265	0.0	0.26713	0.0	0.09495	0.0	0.0	0.07087	0.87171	0.63149	0.13418	0.12308	0.45723	0.00413	0.0	0.0	0.06767
Desulfovibrio_legallii	0.30442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0124	0.0	0.0	0.02393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9715_SGB15260	0.30304	0.43544	0.0	0.1175	0.06293	0.0	0.0	0.0	0.2889	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.30595	0.0	0.01498	0.44533	0.0	0.0	0.0	0.13954	0.0	1.19281	0.0	0.07879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55264	0.0	0.0	0.0	0.0
Coprococcus_comes	0.30112	0.19265	0.14908	0.59274	0.21394	0.53809	0.0	0.5743	1.86687	0.0	0.40714	0.00685	0.19019	0.69091	0.24854	0.53858	0.57222	1.08029	0.31729	0.34915	0.41204	0.00859	0.1225	0.33751	0.0	0.0	0.21754	0.56649	3.07196	1.20173	0.20309	0.92797	0.11173	0.43779	0.0	0.6125	1.02719	0.19795	0.85621	7e-05
GGB9758_SGB15368	0.30083	0.01172	0.0	0.0	0.0496	0.0	0.0	0.00239	0.0	0.0	0.0	0.10143	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.14881	0.0	0.0	0.0	0.0	0.0	0.42231	0.0	0.0	0.0	0.0	0.2381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae_bacterium_CLA_AA_H244	0.28074	0.10026	0.123	0.21069	0.1615	1.2533	0.0	0.04789	0.00063	0.0	0.03156	0.02981	0.0	0.07373	0.0	0.0	0.14681	0.0	0.04785	0.11049	0.0	0.0	0.16977	0.33739	0.0	0.16294	0.0	0.25622	0.0	0.90998	1.25624	0.42824	0.14837	0.50418	0.08692	0.02557	0.0	0.0	0.04946	0.0
Segatella_copri	0.27261	6.61124	0.0	0.0	0.0	0.0	0.0	0.67313	0.0	0.0	0.0	0.08928	0.0	0.0	0.0	0.44395	0.0	0.26081	0.0	2.47926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5943	0.0	0.0	0.0	3.81059	0.0	0.0	0.0	0.0135
Ruminococcus_callidus	0.27206	1.17425	0.0	0.02878	0.0	0.31807	0.0	0.0085	0.0	0.0	0.85091	0.0	0.0	0.0	0.0	0.0	0.29852	0.35424	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08434	0.0	0.0	0.0	0.30191	0.0	0.12467	0.17288	0.0	0.0	0.0	1.40526	0.0	0.00428
Evtepia_gabavorous	0.25189	0.15147	0.0	0.0512	0.15314	0.11013	0.0	0.35752	0.0	0.0	0.12108	0.27671	0.0	0.0	0.02264	0.0	0.0	0.31068	0.00638	0.0	0.0	0.0	0.0	0.2231	0.0	0.16715	0.0	0.0	0.0	0.0	0.0	0.3261	0.09098	0.06793	0.00629	0.26309	0.00908	0.0	0.19486	0.0
Escherichia_coli	0.25046	0.05892	0.33223	1.15671	4.54712	1.31999	0.01338	0.95127	0.10668	0.24971	0.5146	0.20294	26.69411	0.01243	0.19124	0.34707	0.00133	0.16622	0.03764	0.10375	0.23106	2.84763	0.27264	0.2257	0.72791	0.33844	0.56645	1.82565	2.32362	0.0	0.00325	0.0	0.05217	0.14519	0.4241	0.03034	2.66514	1.14672	0.44298	0.03249
Oscillibacter_valericigenes	0.24559	0.13596	0.04315	0.08693	0.16738	0.13764	0.0	0.0062	0.01191	0.00624	0.05862	0.16898	0.0	0.0	0.0	0.0	0.02216	0.01506	0.01598	1.19224	0.0	0.0	0.0366	0.04584	0.07427	0.11402	0.13963	0.01036	0.0	0.01811	0.00072	0.32212	0.21195	0.02652	0.0	0.05604	0.0	0.03457	0.27962	0.00228
Coprococcus_catus	0.23755	0.07631	0.08601	0.04288	0.33395	0.20194	0.1839	0.22152	0.1102	0.0	0.13691	0.0	0.0	0.31873	0.0	0.07098	0.17713	0.2607	0.12121	0.20578	0.03275	0.10939	0.00026	0.20329	0.0	0.25181	0.13002	0.2425	0.11124	0.34634	0.41368	0.26426	0.01878	0.04552	0.00328	0.30176	0.07401	0.12009	0.11419	0.0
